Type of Traveler,Route Point,Airport Code,Trips,Source Row Number,Row ID,Passenger Email,Purchase Date,Travel Date,Passenger ID,Airline,Ticket Price,Route,Ticket Type,Person,Person-1,Ticket Price-1,Airport Code-1,Airport Name,Latitude,Longitude
Infrequent,Destination,HIO,2,346,8993,tsumrall@vizpainter.com,2021/9/26,2021/10/20,VP-21760,United,395,DFW-HIO,Business,Todd Sumrall,Todd Sumrall,355,HIO,Portland Hillsboro Airport,45.540401,-122.949997
Frequent,Origin,DFW,13,347,2446,aballentine@vizpainter.com,2020/5/14,2020/5/27,AF-10870,American Airlines,322,DFW-SAN,Business,Alejandro Ballentine,Alejandro Ballentine,169.384615385,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,SAN,13,347,2446,aballentine@vizpainter.com,2020/5/14,2020/5/27,AF-10870,American Airlines,322,DFW-SAN,Business,Alejandro Ballentine,Alejandro Ballentine,169.384615385,SAN,San Diego International Airport,32.73360062,-117.1900024
Frequent,Origin,DFW,11,348,6322,scoram@vizpainter.com,2018/8/7,2018/10/17,SP-20545,Delta,94,DFW-SEA,Economy,Scot Coram,Scot Coram,202.181818182,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,SEA,11,348,6322,scoram@vizpainter.com,2018/8/7,2018/10/17,SP-20545,Delta,94,DFW-SEA,Economy,Scot Coram,Scot Coram,202.181818182,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Extreme,Origin,DFW,24,349,9672,kferguson@vizpainter.com,2021/10/9,2021/11/19,KL-16645,Delta,207,DFW-SAN,Economy,Karen Ferguson,Karen Ferguson,145.416666667,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Extreme,Destination,SAN,24,349,9672,kferguson@vizpainter.com,2021/10/9,2021/11/19,KL-16645,Delta,207,DFW-SAN,Economy,Karen Ferguson,Karen Ferguson,145.416666667,SAN,San Diego International Airport,32.73360062,-117.1900024
Casual,Origin,DFW,9,350,6141,jfrazer@vizpainter.com,2021/5/28,2021/7/15,JF-15190,United,378,DFW-COS,1st Class,Jamie Frazer,Jamie Frazer,245.888888889,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,COS,9,350,6141,jfrazer@vizpainter.com,2021/5/28,2021/7/15,JF-15190,United,378,DFW-COS,1st Class,Jamie Frazer,Jamie Frazer,245.888888889,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Casual,Origin,DFW,9,351,2250,jrupert@vizpainter.com,2019/2/4,2019/2/18,JM-16195,American (AA),212,DFW-SEA,Economy,Jocasta Rupert,Jocasta Rupert,127.666666667,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SEA,9,351,2250,jrupert@vizpainter.com,2019/2/4,2019/2/18,JM-16195,American (AA),212,DFW-SEA,Economy,Jocasta Rupert,Jocasta Rupert,127.666666667,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Casual,Origin,DFW,8,352,333,jepp@vizpainter.com,2020/3/19,2020/4/29,JL-15850,American,310,DFW-SEA,Business,Jim Epp,Jim Epp,145,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SEA,8,352,333,jepp@vizpainter.com,2020/3/19,2020/4/29,JL-15850,American,310,DFW-SEA,Business,Jim Epp,Jim Epp,145,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Infrequent,Origin,DFW,3,353,1234,bpatterson@vizpainter.com,2020/5/18,2020/5/31,BG-11695,United,200,DFW-LNK,Economy,Benjamin Patterson,Benjamin Patterson,162.333333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,LNK,3,353,1234,bpatterson@vizpainter.com,2020/5/18,2020/5/31,BG-11695,United,200,DFW-LNK,Economy,Benjamin Patterson,Benjamin Patterson,162.333333333,LNK,Lincoln Airport,40.85100174,-96.75920105
Casual,Origin,DFW,7,354,5522,mchen@vizpainter.com,2021/9/30,2021/12/8,MS-17980,American Airlines,317,DFW-HIO,Economy,Michael Chen,Michael Chen,215.142857143,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,HIO,7,354,5522,mchen@vizpainter.com,2021/9/30,2021/12/8,MS-17980,American Airlines,317,DFW-HIO,Economy,Michael Chen,Michael Chen,215.142857143,HIO,Portland Hillsboro Airport,45.540401,-122.949997
Extreme,Origin,DFW,17,355,1990,azypern@vizpainter.com,2019/9/6,2019/11/13,AS-10090,Delta,216,DFW-MEM,Economy,Annie Zypern,Annie Zypern,178.235294118,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Extreme,Destination,MEM,17,355,1990,azypern@vizpainter.com,2019/9/6,2019/11/13,AS-10090,Delta,216,DFW-MEM,Economy,Annie Zypern,Annie Zypern,178.235294118,MEM,Memphis International Airport,35.04240036,-89.97669983
Casual,Origin,DFW,5,356,1782,csayre@vizpainter.com,2019/3/15,2019/7/13,CB-12535,American (AA),142,DFW-COS,Economy,Cari Sayre,Cari Sayre,108.6,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,COS,5,356,1782,csayre@vizpainter.com,2019/3/15,2019/7/13,CB-12535,American (AA),142,DFW-COS,Economy,Cari Sayre,Cari Sayre,108.6,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Casual,Origin,DFW,9,357,221,hwasserman@vizpainter.com,2019/11/8,2019/12/27,JB-15925,Delta,447,DFW-COS,1st Class,Helen Wasserman,Helen Wasserman,169.777777778,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,COS,9,357,221,hwasserman@vizpainter.com,2019/11/8,2019/12/27,JB-15925,Delta,447,DFW-COS,1st Class,Helen Wasserman,Helen Wasserman,169.777777778,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Frequent,Origin,DFW,14,358,4345,mbrown@vizpainter.com,2021/3/10,2021/3/22,ND-18370,Delta,309,DFW-HIO,Business,Mick Brown,Mick Brown,180.857142857,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,HIO,14,358,4345,mbrown@vizpainter.com,2021/3/10,2021/3/22,ND-18370,Delta,309,DFW-HIO,Business,Mick Brown,Mick Brown,180.857142857,HIO,Portland Hillsboro Airport,45.540401,-122.949997
Casual,Origin,DFW,8,359,2291,tbutterfield@vizpainter.com,2019/3/28,2019/4/25,TS-21160,United,429,DFW-SAN,1st Class,Ted Butterfield,Ted Butterfield,169.375,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SAN,8,359,2291,tbutterfield@vizpainter.com,2019/3/28,2019/4/25,TS-21160,United,429,DFW-SAN,1st Class,Ted Butterfield,Ted Butterfield,169.375,SAN,San Diego International Airport,32.73360062,-117.1900024
Casual,Origin,DFW,8,360,2434,jkimmel@vizpainter.com,2021/4/17,2021/6/1,JH-15910,American,205,DFW-SAN,Economy,Jay Kimmel,Jay Kimmel,169.125,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SAN,8,360,2434,jkimmel@vizpainter.com,2021/4/17,2021/6/1,JH-15910,American,205,DFW-SAN,Economy,Jay Kimmel,Jay Kimmel,169.125,SAN,San Diego International Airport,32.73360062,-117.1900024
Infrequent,Origin,DFW,1,361,7195,jstevenson@vizpainter.com,2019/12/10,2020/2/14,JS-15880,United,115,DFW-SEA,Economy,John Stevenson,John Stevenson,115,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,SEA,1,361,7195,jstevenson@vizpainter.com,2019/12/10,2020/2/14,JS-15880,United,115,DFW-SEA,Economy,John Stevenson,John Stevenson,115,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Frequent,Origin,DFW,12,362,840,bdonatelli@vizpainter.com,2019/11/10,2019/11/25,BM-11650,United,172,DFW-CMH,Economy,Bill Donatelli,Bill Donatelli,184.5,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,CMH,12,362,840,bdonatelli@vizpainter.com,2019/11/10,2019/11/25,BM-11650,United,172,DFW-CMH,Economy,Bill Donatelli,Bill Donatelli,184.5,CMH,Port Columbus International Airport,39.9980011,-82.89189911
Casual,Origin,DFW,10,363,1249,dmartin@vizpainter.com,2021/12/12,2021/12/24,DJ-13630,American,230,DFW-CMH,Business,Darrin Martin,Darrin Martin,164,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,CMH,10,363,1249,dmartin@vizpainter.com,2021/12/12,2021/12/24,DJ-13630,American,230,DFW-CMH,Business,Darrin Martin,Darrin Martin,164,CMH,Port Columbus International Airport,39.9980011,-82.89189911
Casual,Origin,DFW,7,364,4333,shopkins@vizpainter.com,2021/7/24,2021/9/6,SS-20875,United,153,DFW-SEA,Business,Shahid Hopkins,Shahid Hopkins,172.285714286,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SEA,7,364,4333,shopkins@vizpainter.com,2021/7/24,2021/9/6,SS-20875,United,153,DFW-SEA,Business,Shahid Hopkins,Shahid Hopkins,172.285714286,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Frequent,Origin,DFW,14,365,3554,ehildebrand@vizpainter.com,2021/9/18,2021/11/25,FH-14275,American,147,DFW-SEA,Economy,Eugene Hildebrand,Eugene Hildebrand,186.357142857,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,SEA,14,365,3554,ehildebrand@vizpainter.com,2021/9/18,2021/11/25,FH-14275,American,147,DFW-SEA,Economy,Eugene Hildebrand,Eugene Hildebrand,186.357142857,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Casual,Origin,DFW,10,366,2280,jellison@vizpainter.com,2021/9/9,2021/11/2,JK-15625,American (AA),416,DFW-SLC,Economy,Jeremy Ellison,Jeremy Ellison,212,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SLC,10,366,2280,jellison@vizpainter.com,2021/9/9,2021/11/2,JK-15625,American (AA),416,DFW-SLC,Economy,Jeremy Ellison,Jeremy Ellison,212,SLC,Salt Lake City International Airport,40.78839874,-111.9779968
Casual,Origin,DFW,8,367,9555,dbenoit@vizpainter.com,2019/10/24,2019/12/2,EB-14110,American (AA),234,DFW-MCO,Economy,Duane Benoit,Duane Benoit,160.125,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,MCO,8,367,9555,dbenoit@vizpainter.com,2019/10/24,2019/12/2,EB-14110,American (AA),234,DFW-MCO,Economy,Duane Benoit,Duane Benoit,160.125,MCO,Orlando International Airport,28.42939949,-81.30899811
Casual,Origin,DFW,8,368,7886,kandreada@vizpainter.com,2021/8/13,2021/12/6,LC-16870,American Airlines,260,DFW-MCO,Business,Kelly Andreada,Kelly Andreada,228.25,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,MCO,8,368,7886,kandreada@vizpainter.com,2021/8/13,2021/12/6,LC-16870,American Airlines,260,DFW-MCO,Business,Kelly Andreada,Kelly Andreada,228.25,MCO,Orlando International Airport,28.42939949,-81.30899811
Frequent,Origin,DFW,15,369,3672,sphelps@vizpainter.com,2018/11/3,2018/12/13,TB-21250,American (AA),276,DFW-JFK,Economy,Stephanie Phelps,Stephanie Phelps,153.4,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,JFK,15,369,3672,sphelps@vizpainter.com,2018/11/3,2018/12/13,TB-21250,American (AA),276,DFW-JFK,Economy,Stephanie Phelps,Stephanie Phelps,153.4,JFK,John F Kennedy International Airport,40.63980103,-73.77890015
Frequent,Origin,DFW,14,370,8229,ajones@vizpainter.com,2020/3/13,2020/4/8,BC-11125,American Airlines,322,DFW-JFK,Business,Astrea Jones,Astrea Jones,143.857142857,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,JFK,14,370,8229,ajones@vizpainter.com,2020/3/13,2020/4/8,BC-11125,American Airlines,322,DFW-JFK,Business,Astrea Jones,Astrea Jones,143.857142857,JFK,John F Kennedy International Airport,40.63980103,-73.77890015
Extreme,Origin,DFW,16,371,3052,nfritzler@vizpainter.com,2021/8/26,2021/10/11,NZ-18565,AA,152,DFW-GRB,Economy,Natalie Fritzler,Natalie Fritzler,192.375,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Extreme,Destination,GRB,16,371,3052,nfritzler@vizpainter.com,2021/8/26,2021/10/11,NZ-18565,AA,152,DFW-GRB,Economy,Natalie Fritzler,Natalie Fritzler,192.375,GRB,Austin Straubel International Airport,44.48509979,-88.12960052
Infrequent,Origin,DFW,3,372,9795,jritter@vizpainter.com,2018/4/20,2018/5/23,KH-16360,United,122,DFW-SEA,Economy,Justin Ritter,Justin Ritter,314.333333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,SEA,3,372,9795,jritter@vizpainter.com,2018/4/20,2018/5/23,KH-16360,United,122,DFW-SEA,Economy,Justin Ritter,Justin Ritter,314.333333333,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Casual,Origin,DFW,6,373,9846,pwener@vizpainter.com,2018/5/27,2018/6/6,RE-19450,United,438,DFW-JFK,Business,Pierre Wener,Pierre Wener,193.333333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,JFK,6,373,9846,pwener@vizpainter.com,2018/5/27,2018/6/6,RE-19450,United,438,DFW-JFK,Business,Pierre Wener,Pierre Wener,193.333333333,JFK,John F Kennedy International Airport,40.63980103,-73.77890015
Infrequent,Origin,DFW,3,374,1325,gdortch@vizpainter.com,2018/8/4,2018/10/3,GZ-14545,AA,381,DFW-JFK,Business,Giulietta Dortch,Giulietta Dortch,209.333333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,JFK,3,374,1325,gdortch@vizpainter.com,2018/8/4,2018/10/3,GZ-14545,AA,381,DFW-JFK,Business,Giulietta Dortch,Giulietta Dortch,209.333333333,JFK,John F Kennedy International Airport,40.63980103,-73.77890015
Casual,Origin,DFW,7,375,9516,dphilippe@vizpainter.com,2018/1/23,2018/2/24,DL-13315,Delta,257,DFW-CMH,Business,David Philippe,David Philippe,149.714285714,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,CMH,7,375,9516,dphilippe@vizpainter.com,2018/1/23,2018/2/24,DL-13315,Delta,257,DFW-CMH,Business,David Philippe,David Philippe,149.714285714,CMH,Port Columbus International Airport,39.9980011,-82.89189911
Extreme,Origin,DFW,18,376,3890,sweien@vizpainter.com,2018/4/14,2018/6/6,SV-20785,United,301,DFW-JFK,Economy,Shaun Weien,Shaun Weien,190.833333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Extreme,Destination,JFK,18,376,3890,sweien@vizpainter.com,2018/4/14,2018/6/6,SV-20785,United,301,DFW-JFK,Economy,Shaun Weien,Shaun Weien,190.833333333,JFK,John F Kennedy International Airport,40.63980103,-73.77890015
Casual,Origin,DFW,7,377,8234,rausman@vizpainter.com,2018/6/6,2018/9/28,SE-20110,American (AA),305,DFW-JFK,Economy,Ruben Ausman,Ruben Ausman,146.857142857,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,JFK,7,377,8234,rausman@vizpainter.com,2018/6/6,2018/9/28,SE-20110,American (AA),305,DFW-JFK,Economy,Ruben Ausman,Ruben Ausman,146.857142857,JFK,John F Kennedy International Airport,40.63980103,-73.77890015
Casual,Origin,DFW,6,378,2758,eashbrook@vizpainter.com,2020/5/18,2020/6/13,ES-14020,United,237,DFW-HIO,Economy,Erin Ashbrook,Erin Ashbrook,128.166666667,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,HIO,6,378,2758,eashbrook@vizpainter.com,2020/5/18,2020/6/13,ES-14020,United,237,DFW-HIO,Economy,Erin Ashbrook,Erin Ashbrook,128.166666667,HIO,Portland Hillsboro Airport,45.540401,-122.949997
Frequent,Origin,DFW,12,379,8974,rmesse@vizpainter.com,2021/4/1,2021/4/27,RL-19615,American (AA),207,DFW-BUF,Economy,Raymond Messe,Raymond Messe,135.25,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,BUF,12,379,8974,rmesse@vizpainter.com,2021/4/1,2021/4/27,RL-19615,American (AA),207,DFW-BUF,Economy,Raymond Messe,Raymond Messe,135.25,BUF,Buffalo Niagara International Airport,42.94049835,-78.73220062
Casual,Origin,DFW,9,380,7523,lolson@vizpainter.com,2020/8/1,2020/9/11,MD-17350,American (AA),97,DFW-SEA,Economy,Lori Olson,Lori Olson,139.666666667,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SEA,9,380,7523,lolson@vizpainter.com,2020/8/1,2020/9/11,MD-17350,American (AA),97,DFW-SEA,Economy,Lori Olson,Lori Olson,139.666666667,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Casual,Origin,DFW,6,381,1922,marnett@vizpainter.com,2019/9/11,2019/10/9,MZ-17515,Delta,408,DFW-JFK,Economy,Michelle Arnett,Michelle Arnett,188.666666667,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,JFK,6,381,1922,marnett@vizpainter.com,2019/9/11,2019/10/9,MZ-17515,Delta,408,DFW-JFK,Economy,Michelle Arnett,Michelle Arnett,188.666666667,JFK,John F Kennedy International Airport,40.63980103,-73.77890015
Casual,Origin,DFW,5,382,6289,ddickinson@vizpainter.com,2018/4/23,2018/7/12,EB-13705,United,153,DFW-SEA,Business,Dorothy Dickinson,Dorothy Dickinson,175,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SEA,5,382,6289,ddickinson@vizpainter.com,2018/4/23,2018/7/12,EB-13705,United,153,DFW-SEA,Business,Dorothy Dickinson,Dorothy Dickinson,175,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Extreme,Origin,DFW,17,383,2723,schapman@vizpainter.com,2020/3/2,2020/4/19,TB-21400,American,322,DFW-JFK,Economy,Steve Chapman,Steve Chapman,145.058823529,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Extreme,Destination,JFK,17,383,2723,schapman@vizpainter.com,2020/3/2,2020/4/19,TB-21400,American,322,DFW-JFK,Economy,Steve Chapman,Steve Chapman,145.058823529,JFK,John F Kennedy International Airport,40.63980103,-73.77890015
Casual,Origin,DFW,9,384,223,hwasserman@vizpainter.com,2019/12/7,2019/12/27,JB-15925,Delta,352,DFW-MCO,Economy,Helen Wasserman,Helen Wasserman,169.777777778,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,MCO,9,384,223,hwasserman@vizpainter.com,2019/12/7,2019/12/27,JB-15925,Delta,352,DFW-MCO,Economy,Helen Wasserman,Helen Wasserman,169.777777778,MCO,Orlando International Airport,28.42939949,-81.30899811
Casual,Origin,DFW,10,385,5262,scooley@vizpainter.com,2018/8/4,2018/9/10,SZ-20035,Delta,227,DFW-SEA,Economy,Sonia Cooley,Sonia Cooley,256.2,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SEA,10,385,5262,scooley@vizpainter.com,2018/8/4,2018/9/10,SZ-20035,Delta,227,DFW-SEA,Economy,Sonia Cooley,Sonia Cooley,256.2,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Casual,Origin,DFW,6,386,6088,ebecker@vizpainter.com,2019/8/22,2019/12/18,EH-13945,American (AA),180,DFW-MCO,Economy,Edward Becker,Edward Becker,139.833333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,MCO,6,386,6088,ebecker@vizpainter.com,2019/8/22,2019/12/18,EH-13945,American (AA),180,DFW-MCO,Economy,Edward Becker,Edward Becker,139.833333333,MCO,Orlando International Airport,28.42939949,-81.30899811
Infrequent,Origin,DFW,4,387,7474,pknutson@vizpainter.com,2020/3/14,2020/4/15,QJ-19255,American,194,DFW-CMH,Economy,Paul Knutson,Paul Knutson,239.25,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,CMH,4,387,7474,pknutson@vizpainter.com,2020/3/14,2020/4/15,QJ-19255,American,194,DFW-CMH,Economy,Paul Knutson,Paul Knutson,239.25,CMH,Port Columbus International Airport,39.9980011,-82.89189911
Casual,Origin,DFW,9,388,3901,rd'ascenzo@vizpainter.com,2018/12/10,2019/1/8,SF-20965,American,327,DFW-COS,1st Class,Russell D'Ascenzo,Russell D'Ascenzo,153,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,COS,9,388,3901,rd'ascenzo@vizpainter.com,2018/12/10,2019/1/8,SF-20965,American,327,DFW-COS,1st Class,Russell D'Ascenzo,Russell D'Ascenzo,153,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Frequent,Origin,DFW,11,389,8995,ccheatham@vizpainter.com,2018/7/5,2018/8/17,CS-12355,United,107,DFW-COS,Economy,Clay Cheatham,Clay Cheatham,139.636363636,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,COS,11,389,8995,ccheatham@vizpainter.com,2018/7/5,2018/8/17,CS-12355,United,107,DFW-COS,Economy,Clay Cheatham,Clay Cheatham,139.636363636,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Infrequent,Origin,DFW,4,390,7070,gmcgarr@vizpainter.com,2018/7/10,2018/8/14,GM-14500,Delta,203,DFW-COS,Economy,Gary McGarr,Gary McGarr,210.5,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,COS,4,390,7070,gmcgarr@vizpainter.com,2018/7/10,2018/8/14,GM-14500,Delta,203,DFW-COS,Economy,Gary McGarr,Gary McGarr,210.5,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Frequent,Origin,DFW,11,391,4203,lshagiari@vizpainter.com,2019/10/21,2019/12/10,MA-17560,American (AA),188,DFW-COS,Economy,Lindsay Shagiari,Lindsay Shagiari,178.909090909,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,COS,11,391,4203,lshagiari@vizpainter.com,2019/10/21,2019/12/10,MA-17560,American (AA),188,DFW-COS,Economy,Lindsay Shagiari,Lindsay Shagiari,178.909090909,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
